gene_id	WT1	WT2	WT3	Mutant1	Mutant2	Mutant3
CDIFF6300_024030	1183	2597	4334	4503	3439	2727
CDIFF6300_024040	1596	3297	5214	5337	4215	3111
CDIFF6300_024050	2810	5952	9179	8340	6123	4184
CDIFF6300_024060	1430	2775	5202	4093	2762	1707
CDIFF6300_024070	7698	14095	25334	14494	12427	8630
CDIFF6300_024080	0	5	10	20	10	6
CDIFF6300_024090	1	4	9	12	9	6
CDIFF6300_024100	0	9	14	11	10	3
CDIFF6300_024110	7	27	36	58	65	27
CDIFF6300_024120	16	36	55	75	61	26
CDIFF6300_024130	0	0	0	0	0	2
CDIFF6300_024140	1145	2207	4388	2541	2116	1556
CDIFF6300_024150	39	95	239	340	240	95
CDIFF6300_024160	1281	2720	6644	6901	5778	1891
CDIFF6300_024170	18	19	44	28	23	20
CDIFF6300_024180	226	458	868	505	323	140
CDIFF6300_024190	15	29	60	51	47	16
CDIFF6300_024200	32	82	193	107	99	34
CDIFF6300_024210	153	293	655	487	443	256
CDIFF6300_024220	170	309	795	215	183	122
CDIFF6300_024230	103	213	356	112	102	102
CDIFF6300_024240	281	629	999	328	304	203
CDIFF6300_024250	52	176	218	131	111	112
CDIFF6300_024260	48	138	197	84	98	100
CDIFF6300_024270	225	512	862	303	305	215
CDIFF6300_024280	70	164	218	165	123	94
CDIFF6300_024290	233	385	784	432	355	293
CDIFF6300_024300	209	403	604	473	278	211
CDIFF6300_024310	1511	2964	5035	5042	3666	2742
CDIFF6300_024320	11	6	36	24	19	9
CDIFF6300_024330	3	16	29	35	12	11
CDIFF6300_024340	3	4	12	9	3	3
CDIFF6300_024350	1	2	10	5	5	2
CDIFF6300_024360	0	0	0	3	1	1
CDIFF6300_024370	301	566	987	654	516	370
CDIFF6300_024380	358	651	1044	710	584	447
CDIFF6300_024390	41	87	109	144	97	89
CDIFF6300_024400	263	471	661	435	305	229
CDIFF6300_024410	47	55	125	67	64	37
CDIFF6300_024420	116	356	411	277	119	75
CDIFF6300_024430	1620	2955	4240	3957	2763	1441
CDIFF6300_024440	15	57	69	123	80	30
CDIFF6300_024450	2775	5289	11362	8453	6654	2059
CDIFF6300_024460	5	25	23	31	17	14
CDIFF6300_024470	9	8	28	10	12	6
CDIFF6300_024480	15	11	37	23	7	9
CDIFF6300_024490	10	14	34	27	12	9
CDIFF6300_024500	1	4	7	1	0	0
CDIFF6300_024510	10	13	24	17	11	6
CDIFF6300_024520	11	15	20	8	20	22
CDIFF6300_024530	31	54	76	160	155	133
CDIFF6300_024540	29	52	100	225	178	130
CDIFF6300_024550	31	57	119	112	95	31
CDIFF6300_024560	531	1195	2348	2030	1597	560
CDIFF6300_024570	38	120	194	180	129	80
CDIFF6300_024580	71	123	278	183	147	78
CDIFF6300_024590	35	58	98	87	94	93
CDIFF6300_024600	99	153	368	253	184	93
CDIFF6300_024610	918	1693	2807	2057	1701	1184
CDIFF6300_024620	401	871	1332	936	782	523
CDIFF6300_024630	0	18	17	27	30	4
CDIFF6300_024640	0	0	0	0	0	0
CDIFF6300_024650	331	449	1309	913	798	441
CDIFF6300_024660	1	1	6	4	6	1
CDIFF6300_024670	1	0	7	5	0	0
CDIFF6300_024680	8	16	50	42	22	6
CDIFF6300_024690	15	31	74	93	73	32
CDIFF6300_024700	0	0	0	0	0	0
CDIFF6300_024710	1	1	2	3	3	2
CDIFF6300_024720	3714	6315	15166	6864	5272	2897
CDIFF6300_024730	38	67	100	73	51	42
CDIFF6300_024740	118	179	313	171	156	111
CDIFF6300_024750	10	18	32	24	14	4
CDIFF6300_024760	38	58	103	78	62	30
CDIFF6300_024770	0	3	3	2	1	4
CDIFF6300_024780	1	1	1	1	0	0
CDIFF6300_024790	1	1	9	3	3	4
CDIFF6300_024800	3	5	3	8	4	6
CDIFF6300_024810	10	24	48	66	53	34
CDIFF6300_024820	22	46	74	85	71	43
CDIFF6300_024830	1421	2030	4196	2389	1756	1241
CDIFF6300_024840	166	259	426	363	316	262
CDIFF6300_024850	67	184	282	354	275	84
CDIFF6300_024860	19	21	41	20	22	4
CDIFF6300_024870	5	18	31	12	9	19
CDIFF6300_024880	0	0	12	5	6	4
CDIFF6300_024890	2	9	13	7	6	9
CDIFF6300_024900	2	9	23	34	19	8
CDIFF6300_024910	6	11	12	48	25	12
CDIFF6300_024920	4	8	13	25	15	7
CDIFF6300_024930	0	3	11	15	3	3
CDIFF6300_024940	21	37	55	102	36	45
CDIFF6300_024950	591	967	1691	1689	875	704
CDIFF6300_024960	139	254	489	539	263	190
CDIFF6300_024970	21	36	78	105	62	47
CDIFF6300_024980	101	228	437	238	154	113
CDIFF6300_024990	58	150	279	146	73	58
CDIFF6300_025000	1	6	17	11	8	6
CDIFF6300_025010	2872	5814	10451	6323	4650	2459
CDIFF6300_025020	51	67	117	67	43	23
CDIFF6300_025030	304	348	610	254	163	142
CDIFF6300_025040	282	299	615	297	203	178
CDIFF6300_025050	2842	4449	7365	3991	2866	2160
CDIFF6300_025060	342	585	1001	817	604	430
CDIFF6300_025070	61	204	309	341	259	87
CDIFF6300_025080	3547	6540	28025	27823	21152	7316
CDIFF6300_025090	1915	3584	5835	4600	4139	2503
CDIFF6300_025100	48	108	187	151	110	54
CDIFF6300_025110	17	15	28	44	34	11
CDIFF6300_025120	141	267	566	392	354	238
CDIFF6300_025130	33	68	101	75	66	31
CDIFF6300_025140	569	1102	2194	1310	894	587
CDIFF6300_025150	88	182	331	426	415	263
CDIFF6300_025160	33	95	178	285	205	69
CDIFF6300_025170	5297	9438	15257	9565	6797	3862
CDIFF6300_025180	860	1198	2472	1505	1202	595
CDIFF6300_025190	108	201	406	450	295	110
CDIFF6300_025200	4	15	22	24	24	2
CDIFF6300_025210	18	9	25	14	4	1
CDIFF6300_025220	15	12	46	31	17	11
CDIFF6300_025230	1	2	4	7	2	3
CDIFF6300_025240	1934	4199	6621	5684	3766	1972
CDIFF6300_025250	152	370	589	716	423	208
CDIFF6300_025260	42	96	145	232	169	94
CDIFF6300_025270	8	14	31	65	50	34
CDIFF6300_025280	62	137	246	184	159	88
CDIFF6300_025290	58	121	134	230	180	100
CDIFF6300_025300	392	856	1201	926	663	341
CDIFF6300_025310	23	39	88	92	64	29
CDIFF6300_025320	8	21	43	19	14	9
CDIFF6300_025330	5	13	15	7	11	6
CDIFF6300_025340	4	5	6	5	5	3
CDIFF6300_025350	27	59	92	66	45	37
CDIFF6300_025360	9	9	13	11	11	2
CDIFF6300_025370	5	5	5	5	4	3
CDIFF6300_025380	7	9	25	21	17	17
CDIFF6300_025390	1	0	1	10	5	4
CDIFF6300_025400	0	0	2	2	1	0
CDIFF6300_025410	240	446	824	576	484	214
CDIFF6300_025420	0	7	20	22	18	5
CDIFF6300_025430	1	3	9	12	2	0
CDIFF6300_025440	97	235	380	393	293	213
CDIFF6300_025450	33	55	159	198	209	170
CDIFF6300_025460	0	0	0	2	4	1
CDIFF6300_025470	4	0	7	2	5	7
CDIFF6300_025480	1	6	12	10	3	1
CDIFF6300_025490	1	7	12	10	16	1
CDIFF6300_025500	33	90	150	241	158	84
CDIFF6300_025510	93	215	442	711	588	345
CDIFF6300_025520	4	16	15	49	41	34
CDIFF6300_025530	0	2	0	1	1	2
CDIFF6300_025540	2	3	6	17	20	9
CDIFF6300_025550	4	9	14	15	16	16
CDIFF6300_025560	15	19	27	26	35	27
CDIFF6300_025570	0	0	0	0	0	0
CDIFF6300_025580	26	18	68	131	89	64
CDIFF6300_025590	562	654	1832	963	877	588
CDIFF6300_025600	89	153	488	496	483	318
CDIFF6300_025610	0	0	0	0	0	0
CDIFF6300_025620	5	12	15	4	6	1
CDIFF6300_025630	0	0	0	1	0	0
CDIFF6300_025640	0	0	0	1	0	0
CDIFF6300_025650	0	0	0	1	0	1
CDIFF6300_025660	29	53	109	93	71	38
CDIFF6300_025670	0	0	0	0	0	0
CDIFF6300_025680	0	0	0	0	0	0
CDIFF6300_025690	0	0	0	0	0	0
CDIFF6300_025700	0	18	39	38	31	23
CDIFF6300_025710	7	11	38	32	21	12
CDIFF6300_025720	3823	5070	20650	12252	8768	3256
CDIFF6300_025730	1	7	13	37	40	10
CDIFF6300_025740	34	93	153	76	59	47
CDIFF6300_025750	2	14	27	35	21	27
CDIFF6300_025760	1	5	14	24	14	11
CDIFF6300_025770	8	16	46	41	30	14
CDIFF6300_025780	1	1	1	2	2	0
CDIFF6300_025790	13	16	49	39	28	18
CDIFF6300_025800	12	34	65	43	39	26
CDIFF6300_025810	2281	4671	6978	4793	3694	2066
CDIFF6300_025820	249	614	885	785	656	399
CDIFF6300_025830	182	412	603	567	396	249
CDIFF6300_025840	7136	16209	26745	21053	15630	8128
CDIFF6300_025850	1218	2834	4380	5619	4483	2270
CDIFF6300_025860	66	195	279	320	195	156
CDIFF6300_025870	63	172	262	271	183	117
CDIFF6300_025880	180	409	557	643	398	225
CDIFF6300_025890	43	81	112	123	86	47
CDIFF6300_025900	17	30	40	70	58	28
CDIFF6300_025910	155	313	719	577	433	202
CDIFF6300_025920	608	1032	2562	2357	1827	747
CDIFF6300_025930	12	29	107	136	99	44
CDIFF6300_025940	927	1643	2865	2128	1441	1164
CDIFF6300_025950	160	326	517	568	403	314
CDIFF6300_025960	441	900	1589	2031	1550	1283
CDIFF6300_025970	882	1443	2843	3220	2837	1699
CDIFF6300_025980	4006	8651	17259	15386	11343	5045
CDIFF6300_025990	1329	2178	3665	1839	1327	981
CDIFF6300_026000	264	468	734	471	334	271
CDIFF6300_026010	19247	29373	47459	19861	15108	12269
CDIFF6300_026020	14526	23037	34799	17337	12723	12084
CDIFF6300_026030	2760	4005	5951	3317	2494	2390
CDIFF6300_026040	23422	35947	53589	25506	18448	16727
CDIFF6300_026050	21926	34865	50435	20555	15752	14704
CDIFF6300_026060	13167	21544	30329	14052	10819	9882
CDIFF6300_026070	3740	6334	9112	4710	3912	2796
CDIFF6300_026080	108	335	546	391	262	160
CDIFF6300_026090	8	16	33	42	22	8
CDIFF6300_026100	461	902	1563	1062	888	546
CDIFF6300_026110	15668	32738	47884	41234	23073	12542
CDIFF6300_026120	5756	14558	18797	24054	13832	6648
CDIFF6300_026130	19047	46010	64313	76941	42607	25710
CDIFF6300_026140	6359	16120	22659	26124	14226	8721
CDIFF6300_026150	15110	38050	51221	57253	30815	17649
CDIFF6300_026160	1675	4355	6121	6441	3632	2027
CDIFF6300_026170	696	2329	3129	4786	2784	1465
CDIFF6300_026180	11	35	56	114	118	49
CDIFF6300_026190	10	26	53	44	37	18
CDIFF6300_026200	104	237	458	367	363	197
CDIFF6300_026210	35	80	158	112	74	81
CDIFF6300_026220	86	259	382	295	268	261
CDIFF6300_026230	233	652	997	829	796	781
CDIFF6300_026240	277	590	1005	625	595	608
CDIFF6300_026250	149	323	520	376	307	372
CDIFF6300_026260	49	132	161	92	99	91
CDIFF6300_026270	5751	10739	17501	6533	5918	4244
CDIFF6300_026280	109	337	458	434	365	330
CDIFF6300_026290	221	583	813	815	637	582
CDIFF6300_026300	33	106	157	133	92	75
CDIFF6300_026310	1895	2190	6738	3552	3587	1895
CDIFF6300_026320	13	26	49	64	38	18
CDIFF6300_026330	7	30	62	64	58	22
CDIFF6300_026340	9	30	23	51	42	9
CDIFF6300_026350	5251	7290	12446	6251	4180	3001
CDIFF6300_026360	38	50	104	62	45	15
CDIFF6300_026370	116	119	445	177	123	47
CDIFF6300_026380	45	102	145	200	157	86
CDIFF6300_026390	14	41	44	59	71	24
CDIFF6300_026400	33	56	95	91	75	35
CDIFF6300_026410	2628	5079	8517	6480	4641	4005
CDIFF6300_026420	750	1546	2487	1877	1213	1267
CDIFF6300_026430	4104	7978	12785	6754	4536	4016
CDIFF6300_026440	1293	2273	3747	2097	1410	1116
CDIFF6300_026450	176	360	746	527	426	329
CDIFF6300_026460	13	15	43	47	27	14
CDIFF6300_026470	4	9	18	24	16	6
CDIFF6300_026480	1	3	6	13	4	8
CDIFF6300_026490	285	334	1142	1777	1404	1107
CDIFF6300_026500	58	78	149	220	189	92
CDIFF6300_026510	1019	2760	6088	6394	4953	2009
CDIFF6300_026520	164	491	758	739	554	407
CDIFF6300_026530	322	521	989	722	624	352
CDIFF6300_026540	2	7	9	11	11	5
CDIFF6300_026550	34	41	84	82	39	24
CDIFF6300_026560	62	203	357	492	370	186
CDIFF6300_026570	7	17	31	72	72	61
CDIFF6300_026580	0	0	0	1	1	0
CDIFF6300_026590	392	731	2239	1804	1259	436
CDIFF6300_026600	9	28	49	96	61	16
CDIFF6300_026610	8	18	43	84	72	21
CDIFF6300_026620	9	2	6	1	2	0
CDIFF6300_026630	15	5	22	5	1	2
CDIFF6300_026640	27	17	39	10	11	12
CDIFF6300_026650	196	498	965	753	553	303
CDIFF6300_026660	50	107	221	310	224	100
CDIFF6300_026670	339	607	1019	1125	731	513
CDIFF6300_026680	53	134	292	464	330	135
CDIFF6300_026690	100	328	567	952	749	379
CDIFF6300_026700	1375	3561	5622	7660	5869	4011
CDIFF6300_026710	4787	9458	14012	10075	7464	4510
CDIFF6300_026720	10	23	31	22	19	13
CDIFF6300_026730	4986	9291	14206	9632	6897	4982
CDIFF6300_026740	391	817	1494	1666	1205	762
CDIFF6300_026750	174	366	680	907	815	521
CDIFF6300_026760	87	195	327	177	136	83
CDIFF6300_026770	2	0	5	6	0	0
CDIFF6300_026780	1	0	1	0	2	3
CDIFF6300_026790	0	3	1	8	5	4
CDIFF6300_026800	24	44	97	86	55	29
CDIFF6300_026810	0	10	8	16	9	6
CDIFF6300_026820	11	24	43	45	42	12
CDIFF6300_026830	5	3	16	25	19	11
CDIFF6300_026840	233	405	697	363	271	204
CDIFF6300_026850	9	12	22	23	24	16
CDIFF6300_026860	8	26	46	34	14	11
CDIFF6300_026870	13	20	52	19	14	14
CDIFF6300_026880	12	9	7	16	11	10
CDIFF6300_026890	7	21	20	29	20	8
CDIFF6300_026900	12	15	43	16	11	6
CDIFF6300_026910	20	29	36	17	11	9
CDIFF6300_026920	40	51	97	49	33	26
CDIFF6300_026930	0	1	3	2	2	0
CDIFF6300_026940	35	56	112	168	175	65
CDIFF6300_026950	72	66	145	48	26	27
CDIFF6300_026960	12414	23345	36628	20791	14609	11954
CDIFF6300_026970	2640	5182	8340	5438	4155	2620
CDIFF6300_026980	4698	7788	14659	6752	5278	3429
CDIFF6300_026990	95	269	488	419	275	207
CDIFF6300_027000	16	27	38	53	36	21
CDIFF6300_027010	573	1184	2284	2068	1370	645
CDIFF6300_027020	56	156	226	370	289	138
CDIFF6300_027030	3	13	33	67	32	23
CDIFF6300_027040	4	22	32	67	45	27
CDIFF6300_027050	10	22	21	55	38	28
CDIFF6300_027060	19	50	103	142	108	40
CDIFF6300_027070	9	10	27	34	25	23
CDIFF6300_027080	1	1	2	3	0	0
CDIFF6300_027090	8694	16670	27827	21596	17829	13138
CDIFF6300_027100	16	16	25	37	16	22
CDIFF6300_027110	4840	11129	16557	16828	11805	5765
CDIFF6300_027120	3452	7623	11320	12451	9144	4156
CDIFF6300_027130	1697	3281	5082	5090	3962	2201
CDIFF6300_027140	214	476	714	727	535	309
CDIFF6300_027150	60	109	171	216	150	83
CDIFF6300_027160	56	120	169	222	182	76
CDIFF6300_027170	278	612	1100	1038	778	617
CDIFF6300_027180	101	233	343	391	287	218
CDIFF6300_027190	578	1055	1723	1021	730	492
CDIFF6300_027200	209	413	608	325	235	169
CDIFF6300_027210	46	83	121	120	86	61
CDIFF6300_027220	749	1644	2312	1494	1165	714
CDIFF6300_027230	88	400	385	241	63	91
CDIFF6300_027240	85	300	385	552	415	159
CDIFF6300_027250	38	74	147	228	144	89
CDIFF6300_027260	13309	18250	64399	37608	26358	12406
CDIFF6300_027270	3532	7193	14498	11250	7273	10081
CDIFF6300_027280	24103	44264	89752	55460	39949	47338
CDIFF6300_027290	544	1167	2877	2390	1860	2199
CDIFF6300_027300	737	1445	3520	2813	2345	2032
CDIFF6300_027310	2	13	26	31	32	7
CDIFF6300_027320	109	211	320	294	195	153
CDIFF6300_027330	66	155	279	268	208	143
CDIFF6300_027340	2347	4681	8072	6336	4433	2293
CDIFF6300_027350	20	29	72	31	9	7
CDIFF6300_027360	148	152	425	177	118	49
CDIFF6300_027370	65	59	122	82	76	50
CDIFF6300_027380	99	191	300	228	165	86
CDIFF6300_027390	12	29	43	32	51	18
CDIFF6300_027400	93	138	391	602	587	334
CDIFF6300_027410	4	14	22	30	31	16
CDIFF6300_027420	9	7	11	28	35	15
CDIFF6300_027430	196	614	1083	1599	894	435
CDIFF6300_027440	157	305	630	1041	760	396
CDIFF6300_027450	3	5	13	29	8	2
CDIFF6300_027460	18	36	80	116	87	20
CDIFF6300_027470	166	305	590	536	352	101
CDIFF6300_027480	654	1413	2964	1956	1528	603
CDIFF6300_027490	1	9	25	27	31	10
CDIFF6300_027500	53	129	274	232	245	110
CDIFF6300_027510	17	51	93	95	62	40
CDIFF6300_027520	16	36	57	50	27	26
CDIFF6300_027530	192	303	641	384	241	127
CDIFF6300_027540	19	37	65	52	35	24
CDIFF6300_027550	9	22	35	23	16	19
CDIFF6300_027560	30	42	75	43	29	23
CDIFF6300_027570	8	10	15	11	7	4
CDIFF6300_027580	371	677	1445	787	575	247
CDIFF6300_027590	398	730	1532	1692	1181	920
CDIFF6300_027600	750	1437	2248	1938	1479	1098
CDIFF6300_027610	805	1296	2258	1421	989	605
CDIFF6300_027620	293	459	797	664	491	287
CDIFF6300_027630	17	18	36	13	13	6
CDIFF6300_027640	398	954	1570	1432	989	389
CDIFF6300_027650	581	611	1812	578	764	517
CDIFF6300_027660	217	412	736	447	321	188
CDIFF6300_027670	44	108	247	250	183	70
CDIFF6300_027680	1986	4198	7767	6179	4938	3522
CDIFF6300_027690	142	153	274	119	113	75
CDIFF6300_027700	36	82	154	129	123	109
CDIFF6300_027710	3	27	29	34	33	13
CDIFF6300_027720	242	648	984	643	481	190
CDIFF6300_027730	310	597	947	924	715	468
CDIFF6300_027740	298	504	852	863	720	459
CDIFF6300_027750	182	416	665	1083	779	368
CDIFF6300_027760	97	237	379	643	472	217
CDIFF6300_027770	11	27	31	82	55	21
CDIFF6300_027780	11	21	51	125	90	32
CDIFF6300_027790	4951	8728	21186	17924	13076	6430
CDIFF6300_027800	7572	16265	26417	19670	14308	8292
CDIFF6300_027810	1449	3019	5136	4040	2852	2008
CDIFF6300_027820	1814	3526	6598	5283	3782	2642
CDIFF6300_027830	0	0	0	2	4	0
CDIFF6300_027840	1309	1438	5643	2512	3644	1077
CDIFF6300_027850	2374	4881	7617	5821	4652	3263
CDIFF6300_027860	93	202	321	234	153	92
CDIFF6300_027870	101	185	429	424	325	107
CDIFF6300_027880	6	15	27	47	33	17
CDIFF6300_027890	20879	32823	51124	26869	23467	19344
CDIFF6300_027900	144	368	552	554	447	167
CDIFF6300_027910	51	147	220	289	231	141
CDIFF6300_027920	25	56	86	141	139	99
CDIFF6300_027930	14	26	49	66	48	23
CDIFF6300_027940	838	1745	2680	1958	1512	1020
CDIFF6300_027950	615	1205	1879	1505	1142	725
CDIFF6300_027960	96	262	456	456	419	132
CDIFF6300_027970	1	2	7	12	7	3
CDIFF6300_027980	11	67	104	119	96	60
CDIFF6300_027990	31	85	139	128	100	63
CDIFF6300_028000	110	174	325	153	143	88
CDIFF6300_028010	48	111	174	162	102	62
CDIFF6300_028020	13	11	27	41	23	19
CDIFF6300_028030	3	11	17	21	19	4
CDIFF6300_028040	3	4	14	13	11	9
CDIFF6300_028050	715	1153	1862	1223	1052	991
CDIFF6300_028060	261	468	828	636	612	539
CDIFF6300_028070	48	100	241	225	184	78
CDIFF6300_028080	258	572	982	1083	659	301
CDIFF6300_028090	508	1112	2250	2797	2058	628
CDIFF6300_028100	66	136	270	212	143	60
CDIFF6300_028110	1	22	40	62	40	20
CDIFF6300_028120	3	21	35	51	45	17
CDIFF6300_028130	35	109	213	258	162	88
CDIFF6300_028140	24	48	76	85	98	43
CDIFF6300_028150	3026	5992	8987	5805	4339	3273
CDIFF6300_028160	574	1125	1645	1206	891	702
CDIFF6300_028170	343	774	1080	811	564	416
CDIFF6300_028180	4220	8514	15730	9955	7924	3314
CDIFF6300_028190	0	0	0	0	0	0
CDIFF6300_028200	17	74	117	180	132	84
CDIFF6300_028210	776	1069	3000	2609	2146	795
CDIFF6300_028220	0	0	0	0	0	0
CDIFF6300_028230	0	0	0	0	0	0
CDIFF6300_028240	7	18	26	38	22	9
CDIFF6300_028250	2	14	23	61	44	17
CDIFF6300_028260	167	377	704	750	623	249
CDIFF6300_028270	31	81	114	176	121	66
CDIFF6300_028280	34	70	87	131	110	73
CDIFF6300_028290	68	175	254	400	307	190
CDIFF6300_028300	3232	5415	9354	5610	3971	2313
CDIFF6300_028310	107	137	192	218	211	193
CDIFF6300_028320	315	326	723	1389	1254	509
CDIFF6300_028330	11	13	38	30	33	15
CDIFF6300_028340	18	17	45	20	21	7
CDIFF6300_028350	55	59	157	88	70	46
CDIFF6300_028360	16	41	70	101	58	30
CDIFF6300_028370	12	7	43	36	41	24
CDIFF6300_028380	29	51	82	63	54	34
CDIFF6300_028390	110	212	341	182	130	77
CDIFF6300_028400	59	124	180	95	74	62
CDIFF6300_028410	71	152	215	219	167	111
CDIFF6300_028420	8	13	28	26	23	10
CDIFF6300_028430	1371	2497	5327	3317	2514	1329
CDIFF6300_028440	52	100	165	191	125	96
CDIFF6300_028450	572	1486	2194	1920	1388	593
CDIFF6300_028460	547	1241	1920	1826	1482	518
CDIFF6300_028470	46	118	240	250	175	67
CDIFF6300_028480	15	49	53	62	47	26
CDIFF6300_028490	1835	3258	5196	3908	2840	1633
CDIFF6300_028500	53	144	259	299	208	109
CDIFF6300_028510	65	139	210	240	198	84
CDIFF6300_028520	61	128	202	172	115	69
CDIFF6300_028530	1146	2015	4010	2967	2179	1256
CDIFF6300_028540	275	597	888	772	533	283
CDIFF6300_028550	238	587	969	1000	718	411
CDIFF6300_028560	33	92	103	239	181	138
CDIFF6300_028570	47	111	210	216	172	93
CDIFF6300_028580	1795	3632	5679	4639	3575	1599
CDIFF6300_028590	132	270	370	402	347	180
CDIFF6300_028600	72	232	271	454	314	181
CDIFF6300_028610	41	84	137	237	174	99
CDIFF6300_028620	54	92	175	196	155	64
CDIFF6300_028630	1172	2006	3701	2937	2165	1481
CDIFF6300_028640	385	816	1269	1033	740	297
CDIFF6300_028650	59	88	166	75	59	48
CDIFF6300_028660	65	121	244	229	187	77
CDIFF6300_028670	26	57	123	168	141	36
CDIFF6300_028680	18	99	175	187	148	31
CDIFF6300_028690	0	1	2	4	4	1
CDIFF6300_028700	13	5	20	7	9	2
CDIFF6300_028710	2	1	1	2	4	1
CDIFF6300_028720	723	1516	2783	2117	1609	834
CDIFF6300_028730	8	12	27	22	12	4
CDIFF6300_028740	7	24	32	60	67	55
CDIFF6300_028750	34	66	161	178	112	55
CDIFF6300_028760	3	8	18	43	38	33
CDIFF6300_028770	17	36	49	115	106	74
CDIFF6300_028780	1245	2453	3920	2698	1897	922
CDIFF6300_028790	47	131	212	268	221	71
CDIFF6300_028800	1765	4951	8266	10293	7918	2817
CDIFF6300_028810	4743	10157	19646	16694	12870	5066
CDIFF6300_028820	4	9	12	9	10	4
CDIFF6300_028830	1	5	16	28	14	15
CDIFF6300_028840	57	62	175	157	171	69
CDIFF6300_028850	11	19	35	31	18	7
CDIFF6300_028860	16599	31298	47862	28520	20672	15064
CDIFF6300_028870	195	550	895	1447	1124	694
CDIFF6300_028880	663	1395	3045	2299	1526	1017
CDIFF6300_028890	900	1501	3711	2034	1424	846
CDIFF6300_028900	1373	2777	5316	3286	2533	1676
CDIFF6300_028910	548	1332	2252	1962	1655	1313
CDIFF6300_028920	10	24	60	141	160	120
CDIFF6300_028930	1861	4127	5442	4486	2968	2320
CDIFF6300_028940	3048	5973	8991	6301	4600	2675
CDIFF6300_028950	95	159	253	159	142	101
CDIFF6300_028960	1	9	10	14	14	8
CDIFF6300_028970	1306	1151	2401	802	556	327
CDIFF6300_028980	3974	5662	9832	5393	3951	2849
CDIFF6300_028990	1008	1483	2475	1635	1220	964
CDIFF6300_029000	608	1037	1548	1364	1088	728
CDIFF6300_029010	29	66	115	123	132	58
CDIFF6300_029020	34	40	82	36	22	3
CDIFF6300_029030	70	55	153	52	46	21
CDIFF6300_029040	14	15	42	21	30	7
CDIFF6300_029050	57	126	230	372	252	174
CDIFF6300_029060	48	87	167	173	123	92
CDIFF6300_029070	77	155	232	203	132	93
CDIFF6300_029080	7	21	39	37	35	23
CDIFF6300_029090	3	1	2	4	7	7
CDIFF6300_029100	310	330	745	714	594	419
CDIFF6300_029110	70	65	165	239	160	207
CDIFF6300_029120	99	115	222	146	119	99
CDIFF6300_029130	157	266	405	261	227	136
CDIFF6300_029140	4043	7060	14579	11918	9068	5024
CDIFF6300_029150	1	6	16	24	16	14
CDIFF6300_029160	12	13	44	68	54	58
CDIFF6300_029170	20	38	40	123	113	121
CDIFF6300_029180	11	12	38	107	36	48
CDIFF6300_029190	3490	4854	7970	6061	4165	2929
CDIFF6300_029200	1424	2047	3312	2780	2077	1562
CDIFF6300_029210	495	992	1521	1468	1171	605
CDIFF6300_029220	211	571	860	1063	776	342
CDIFF6300_029230	45	109	195	247	209	55
CDIFF6300_029240	3157	3550	6624	2377	1707	1305
CDIFF6300_029250	3	1	5	6	4	2
CDIFF6300_029260	117	267	428	316	230	167
CDIFF6300_029270	28	31	76	43	37	23
CDIFF6300_029280	1117	1559	2806	987	610	428
CDIFF6300_029290	434	529	866	312	216	126
CDIFF6300_029300	327	676	1482	1178	888	341
CDIFF6300_029310	81	169	321	336	254	123
CDIFF6300_029320	741	1470	2251	2958	2356	958
CDIFF6300_029330	18	91	107	377	189	88
CDIFF6300_029340	2527	6393	8436	15500	11610	5052
CDIFF6300_029350	13365	28584	42635	53509	39522	16063
CDIFF6300_029360	3	14	19	68	55	53
CDIFF6300_029370	397	897	1567	817	715	477
CDIFF6300_029380	103	251	367	183	214	140
CDIFF6300_029390	20	33	40	37	26	32
CDIFF6300_029400	4486	8860	14335	4936	5058	3228
CDIFF6300_029410	220	461	705	334	282	232
CDIFF6300_029420	266	581	942	359	344	243
CDIFF6300_029430	324	681	1252	1014	788	426
CDIFF6300_029440	20	30	32	34	26	15
CDIFF6300_029450	17	14	41	16	15	14
CDIFF6300_029460	9	18	32	21	14	12
CDIFF6300_029470	44	73	136	86	58	31
CDIFF6300_029480	18	34	71	39	41	36
CDIFF6300_029490	7	7	22	18	11	5
CDIFF6300_029500	1	1	0	1	0	0
CDIFF6300_029510	456852	821375	1266227	829620	600152	421352
CDIFF6300_029520	8113	12599	28508	19015	14940	7875
CDIFF6300_029530	104	257	318	305	213	103
CDIFF6300_029540	128	264	463	479	307	175
CDIFF6300_029550	5	6	18	14	4	4
CDIFF6300_029560	2	8	21	34	16	4
CDIFF6300_029570	39	29	78	104	93	33
CDIFF6300_029580	1706	1261	3996	1128	807	411
CDIFF6300_029590	107	232	392	350	244	135
CDIFF6300_029600	27	47	87	61	48	22
CDIFF6300_029610	43	45	127	163	115	31
CDIFF6300_029620	59	156	344	323	213	74
CDIFF6300_029630	18408	32735	64999	39810	29551	18518
CDIFF6300_029640	70	162	276	197	126	62
CDIFF6300_029650	274	695	1124	838	651	295
CDIFF6300_029660	505	920	1497	917	683	352
CDIFF6300_029670	40	65	119	76	56	36
CDIFF6300_029680	7	15	29	15	9	5
CDIFF6300_029690	8	18	27	16	13	4
CDIFF6300_029700	34	98	128	118	100	47
CDIFF6300_029710	527	1115	2336	1827	1562	444
CDIFF6300_029720	1280	1971	3246	2102	1420	1140
CDIFF6300_029730	0	5	2	10	2	2
CDIFF6300_029740	103	348	576	594	458	119
CDIFF6300_029750	757	1771	3211	2514	1870	961
